Partido,Dimensión,Categoría Tecnológica,Cita Textual de la Propuesta,Madurez
Alianza Venceremos,Conectividad e Infraestructura Digital,Conectividad e Infraestructura Digital,"...el Estado nacionalizará Telefónica del Perú (Integratel) y recuperará los activos estratégicos del sector telecomunicaciones, incluyendo el espectro radioeléctrico y la infraestructura... y la creación de TelPerú como empresa pública nacional orientada a la reinversión, la transparencia y el desarrollo tecnológico del país. (Pág. 37)",Normativa/Estructurada
Alianza Venceremos,Conectividad e Infraestructura Digital,Conectividad e Infraestructura Digital,"Declararemos las telecomunicaciones como infraestructura crítica del Estado, sujeta a control público, supervisión permanente y criterios de seguridad nacional y soberanía digital. (Pág. 37)",Normativa/Estructurada
Alianza Venceremos,Conectividad e Infraestructura Digital,"Seguridad, Ciberdefensa y Tecnologías de Control","Dispondremos que las áreas estratégicas de operación y control de redes, incluidos los Centros de Operaciones de Red (NOC), se desarrollen obligatoriamente en territorio nacional, por razones de soberanía tecnológica, protección de datos y seguridad de la infraestructura crítica. (Pág. 37)",Normativa/Estructurada
Alianza Venceremos,Conectividad e Infraestructura Digital,Conectividad e Infraestructura Digital,Gestionaremos el espectro radioeléctrico como bien público estratégico... priorizando el uso social del servicio por encima de criterios exclusivamente comerciales. (Pág. 37),Normativa/Estructurada
Alianza Venceremos,"Educación, Ciencia y Tecnología (CTI)",Conectividad e Infraestructura Digital,"Reactivaremos y fortaleceremos el INICTEL como eje de investigación, capacitación y desarrollo tecnológico nacional en telecomunicaciones, redes, fibra óptica, datos, ciberseguridad y tecnologías emergentes. (Pág. 37)",Normativa/Estructurada
Alianza Venceremos,Conectividad e Infraestructura Digital,Conectividad e Infraestructura Digital,"Implementaremos un Plan Nacional de Despliegue 5G con enfoque soberano, priorizando la cobertura territorial, el uso social del espectro y la preparación estratégica para tecnologías futuras como 6G. (Pág. 37)",Programmatic
Alianza Venceremos,"Seguridad Ciudadana, Defensa y Orden Interno","Seguridad, Ciberdefensa y Tecnologías de Control","Implementaremos un Plan Nacional de Ciberseguridad en Telecomunicaciones, garantizando la protección de datos personales, la defensa de las redes frente a ciberataques y la seguridad de la información de los usuarios. (Pág. 37)",Programmatic
Alianza Venceremos,Gobernanza y Transformación Digital del Estado,Conectividad e Infraestructura Digital,"Crearemos un Consejo Nacional de Supervisión del Sector Telecomunicaciones... para garantizar transparencia, control social y seguimiento de la gestión del servicio público. (Pág. 37)",Normativa/Estructurada
Alianza Venceremos,Relaciones Internacionales y Migración,"Educación, Ciencia y Tecnología (CTI)","Impulsaremos alianzas estratégicas soberanas para transferencia tecnológica y cooperación técnica internacional en telecomunicaciones, bajo condiciones que respeten la soberanía nacional y el control público del sector. (Pág. 37)",Declarativa
Alianza Venceremos,"Educación, Ciencia y Tecnología (CTI)",Conectividad e Infraestructura Digital,El sistema educativo escolar será fortalecido por la incorporación de la conectividad en todos los niveles y modalidades del sistema. (Pág. 42),Instrumental
Alianza Venceremos,Economía y Sectores Productivos,Sistemas de Información y Software de Gestión,"Modernizaremos y fortaleceremos todas las modalidades de la educación superior, actualizando y alineando sus mallas curriculares con las necesidades de innovación y desarrollo productivo del país... Para ello, involucraremos colaborativamente a los centros de innovación tecnológica y al Instituto Nacional de la Calidad (INACAL) en la determinación de estándares de calidad de los procesos tecnológicos correspondientes. (Pág. 43)",Instrumental
Alianza Venceremos,"Desarrollo Social, Trabajo y Cultura","Educación, Ciencia y Tecnología (CTI)","Redimensionaremos el Servicio Nacional de Empleo del sector Trabajo para que garantice la vigencia del saber y práctica de todo trabajador y trabajadora, dirigido a la innovación creativo tecnológico... (Pág. 43)",Declarativa
Alianza Venceremos,"Educación, Ciencia y Tecnología (CTI)",Gobernanza y Transformación Digital del Estado,Creación del Ministerio de Ciencia y Tecnología para articular la investigación a las demandas y aspiraciones de la ciudadanía de cada región. (Pág. 43),Normativa/Estructurada
Alianza Venceremos,"Sostenibilidad, Energía y Ambiente",Energías Limpias y Tecnologías Ambientales (GreenTech),"Impulsar una Transición Energética Justa y Popular, que promueva la soberanía sobre nuestra riqueza natural estratégica (gas, electromovilidad, cobre y otros minerales para la transición) y garantice el acceso universal a energías limpias y asequibles. (Pág. 48)",Declarativa
Alianza Venceremos,"Sostenibilidad, Energía y Ambiente",Energías Limpias y Tecnologías Ambientales (GreenTech),"Reemplazar progresivamente los beneficios tributarios a las empresas comercializadoras de combustibles fósiles por un Fondo Nacional de Energías Comunitarias, destinado a financiar proyectos de energías renovables gestionados por gobiernos locales, cooperativas y comunidades campesinas. (Pág. 48)",Programmatic
Alianza Venceremos,"Desarrollo Territorial, Vivienda y Agua","Hardware Avanzado, Robótica y Sensores (IoT)","Crearemos el Ministerio de Las Culturas que priorizará las competencias respecto de los pueblos indígenas originarios, como la Titulación de sus territorios y Georreferenciación de las Comunidades nativas y campesinas. (Pág. 49)",Instrumental
Alianza Venceremos,Relaciones Internacionales y Migración,Sistemas de Información y Software de Gestión,"Por ello, se propone la implementación de un correo institucional para peruanos en el exterior, vinculado al programa de la Clínica de Desarrollo Territorial. (Pág. 52)",Instrumental
Alianza Venceremos,Relaciones Internacionales y Migración,Sistemas de Información y Software de Gestión,"...se propone la creación de un Instituto e Peruanos en el Exterior y una Plataforma Digital Integrada de Cultura, Educación y Emprendimiento Peruano en el Exterior, como una herramienta articulada con los Ministerios de Relaciones Exteriores, Cultura, Educación y Producción. (Pág. 53)",Programmatic
Integridad Democrática,"Seguridad Ciudadana, Defensa y Orden Interno","Seguridad, Ciberdefensa y Tecnologías de Control","""El fortalecimiento de las capacidades de inteligencia, junto con una coordinación operativa permanente y el intercambio seguro de información, es esencial para neutralizar redes criminales, anticipar riesgos y asegurar una respuesta contundente [...] utilizando todas sus capacidades en procesos y plataformas en inteligencia humana (red de cooperantes), inteligencia electrónica, de señales y de comunicaciones, geolocalización."" (Pág. 14-16)",Instrumental
Integridad Democrática,"Seguridad Ciudadana, Defensa y Orden Interno",Sistemas de Información y Software de Gestión,"""OSIPTEL implemente un sistema de bloqueo inmediato y automático de equipos no registrados o identificados como clonados, en estrecha coordinación con las empresas operadoras y las entidades encargadas de la seguridad."" (Pág. 17)",Normativa/Estructurada
Integridad Democrática,"Seguridad Ciudadana, Defensa y Orden Interno",Sistemas de Información y Software de Gestión,"""establecer un sistema de trazabilidad digital en tiempo real de la activación de chips, auditorías sorpresivas en puntos de venta autorizados."" (Pág. 17-18)",Instrumental
Integridad Democrática,"Seguridad Ciudadana, Defensa y Orden Interno",Sistemas de Información y Software de Gestión,"""implementará un mecanismo de bloqueo preventivo, automático y centralizado, que actuará en cuestión de minutos una vez que la UIF emita una alerta o reporte de operación sospechosa. Este sistema permitirá congelar: [...] Cuentas bancarias [...] Billeteras digitales."" (Pág. 19)",Programática
Integridad Democrática,"Seguridad Ciudadana, Defensa y Orden Interno","Hardware Avanzado, Robótica y Sensores (IoT)","""Se establecerá un Sistema Nacional de Vigilancia Aérea Urbana (SNVAU), compuesto por drones equipados con cámaras de alta resolución, visión nocturna, sensores térmicos, geolocalización y transmisión en tiempo real hacia Centros Regionales de Comando, Control y Monitoreo (CRCCM)."" (Pág. 21)",Programática
Integridad Democrática,"Seguridad Ciudadana, Defensa y Orden Interno",Big Data y Analítica de Datos,"""Procesamiento y análisis inteligente de datos, mediante softwares que permiten generar alertas automáticas, mapas de calor del delito, reconocimiento de patrones criminales y priorización de intervenciones."" (Pág. 21)",Instrumental
Integridad Democrática,"Seguridad Ciudadana, Defensa y Orden Interno","Hardware Avanzado, Robótica y Sensores (IoT)","""Mega penal propuesto [Challapalca II] con capacidad para 10,000 internos, diseñado como la instalación más grande del país, con máxima seguridad, vigilancia avanzada, drones y centro de comando operativo integrado."" (Pág. 22)",Programática
Integridad Democrática,"Seguridad Ciudadana, Defensa y Orden Interno",Sistemas de Información y Software de Gestión,"""registro biométrico completo de cada interno [...] Esta información será integrada en una Base de Datos Penitenciaria Nacional, interoperable con la Policía Nacional del Perú, el Ministerio Público, el Poder Judicial y el Ministerio del Interior."" (Pág. 24)",Programática
Integridad Democrática,"Seguridad Ciudadana, Defensa y Orden Interno",Sistemas de Información y Software de Gestión,"""Se establecerá un Sistema Integrado de Inteligencia Criminal, articulando bases de datos de la Policía, Fiscalía, Migraciones, SUNAT, RENIEC y otras entidades, permitiendo el análisis de perfiles delictivos y la trazabilidad de casos."" (Pág. 30)",Programática
Integridad Democrática,"Seguridad Ciudadana, Defensa y Orden Interno",Sistemas de Información y Software de Gestión,"""Asimismo, la investigación será respaldada por plataformas de seguimiento digital de evidencias y operaciones, lo que reducirá filtraciones, pérdidas de información y deficiencias probatorias."" (Pág. 30)",Instrumental
Integridad Democrática,"Seguridad Ciudadana, Defensa y Orden Interno","Seguridad, Ciberdefensa y Tecnologías de Control","""modernización tecnológica integral, que incluye centros regionales de análisis criminal, laboratorios forenses actualizados, herramientas de ciberinteligencia, sistemas de gestión de evidencias, bases de datos integradas y plataformas interoperables."" (Pág. 31)",Instrumental
Integridad Democrática,"Seguridad Ciudadana, Defensa y Orden Interno",Sistemas de Información y Software de Gestión,"""La modernización debe incluir la aplicación de herramientas tecnológicas como plataformas de registro digital, sistemas automatizados de puntaje, software de análisis psicométrico y bases de datos interinstitucionales para verificación de información."" (Pág. 33)",Instrumental
Integridad Democrática,"Seguridad Ciudadana, Defensa y Orden Interno",Sistemas de Información y Software de Gestión,"""Inspectoría tendrá poder real y trazabilidad digital, y se protegerá al denunciante interno."" (Pág. 35)",Declarativa
Integridad Democrática,"Seguridad Ciudadana, Defensa y Orden Interno","Hardware Avanzado, Robótica y Sensores (IoT)","""Implementación de 10,000 cámaras corporales (bodycams) para patrullaje y control interno."" (Pág. 37)",Programática
Integridad Democrática,"Seguridad Ciudadana, Defensa y Orden Interno",Conectividad e Infraestructura Digital,"""Adquisición de 25,000 radios portátiles digitales interoperables con centrales 105."" (Pág. 37)",Programática
Integridad Democrática,"Seguridad Ciudadana, Defensa y Orden Interno",Sistemas de Información y Software de Gestión,"""Ampliación del Sistema de Comando y Control (C4i) a 25 regiones policiales."" (Pág. 37)",Programática
Integridad Democrática,"Seguridad Ciudadana, Defensa y Orden Interno","Hardware Avanzado, Robótica y Sensores (IoT)","""Implementación de 500 cámaras de videovigilancia interconectadas al 105."" (Pág. 37)",Programática
Integridad Democrática,"Seguridad Ciudadana, Defensa y Orden Interno",Sistemas de Información y Software de Gestión,"""Desarrollo e integración del sistema de denuncias digitales y seguimiento con 100 servidores dedicados de alta disponibilidad."" (Pág. 37)",Programática
